Group,Putative stress type,Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection,Stress type,Stress intensity,Stress duration (in hrs),Reason for assignment,Control /Treatment,Run,Experiment,Sample,taxid,name
,Heat,SRX11547066,TC33,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582683,,2623.76,1,30141573,9102755046,TC33,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,2,Biosample Reference,Treatment,SRR15241316,SRX11547066,SRS9582683,4577,Zea mays
,Heat,SRX11547065,TC18,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582681,,2433.82,1,28023828,8463196056,TC18,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241317,SRX11547065,SRS9582681,4577,Zea mays
,Heat,SRX11547064,TC9,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582682,,2751.55,1,31413373,9486838646,TC9,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,0.5,Biosample Reference,Treatment,SRR15241318,SRX11547064,SRS9582682,4577,Zea mays
,Heat,SRX11547063,TC60,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582680,,3835.2,1,43620145,13173283790,TC60,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241319,SRX11547063,SRS9582680,4577,Zea mays
,Heat,SRX11547062,TC45,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582679,,2473.46,1,28384112,8572001824,TC45,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,4,Biosample Reference,Control ,SRR15241320,SRX11547062,SRS9582679,4577,Zea mays
,Heat,SRX11547061,TC30,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582678,,2463.19,1,28170151,8507385602,TC30,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,2,Biosample Reference,Control ,SRR15241321,SRX11547061,SRS9582678,4577,Zea mays
,Heat,SRX11547060,TC15,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582677,,2763.81,1,31603143,9544149186,TC15,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241322,SRX11547060,SRS9582677,4577,Zea mays
,Heat,SRX11547059,TC6,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582676,,2384.67,1,27285147,8240114394,TC6,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0.5,Biosample Reference,Control ,SRR15241323,SRX11547059,SRS9582676,4577,Zea mays
,Heat,SRX11547058,TC3,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582675,,2695.35,1,30582912,9236039424,TC3,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241324,SRX11547058,SRS9582675,4577,Zea mays
,Heat,SRX11547057,HY16,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582674,,2459.75,1,28017048,8461148496,HY16,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241325,SRX11547057,SRS9582674,4577,Zea mays
,Heat,SRX11547056,TC66,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582673,,2884.15,1,33024336,9973349472,TC66,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241326,SRX11547056,SRS9582673,4577,Zea mays
,Heat,SRX11547055,TC51,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582672,,2721.16,1,31189531,9419238362,TC51,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,4,Biosample Reference,Treatment,SRR15241327,SRX11547055,SRS9582672,4577,Zea mays
,Heat,SRX11547054,TC36,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582671,,2898.27,1,33111640,9999715280,TC36,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,2,Biosample Reference,Treatment,SRR15241328,SRX11547054,SRS9582671,4577,Zea mays
,Heat,SRX11547053,TC21,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582670,,2453.62,1,28131045,8495575590,TC21,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241329,SRX11547053,SRS9582670,4577,Zea mays
,Heat,SRX11547052,TC12,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582669,,2310.08,1,26304460,7943946920,TC12,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,0.5,Biosample Reference,Treatment,SRR15241330,SRX11547052,SRS9582669,4577,Zea mays
,Heat,SRX11547051,TC62,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582668,,2432.77,1,27765709,8385244118,TC62,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241331,SRX11547051,SRS9582668,4577,Zea mays
,Heat,SRX11547050,TC55,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582667,,2966.86,1,34007467,10270255034,TC55,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,8,Biosample Reference,Treatment,SRR15241332,SRX11547050,SRS9582667,4577,Zea mays
,Heat,SRX11547049,TC47,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582666,,3112.96,1,35666622,10771319844,TC47,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,4,Biosample Reference,Treatment,SRR15241333,SRX11547049,SRS9582666,4577,Zea mays
,Heat,SRX11547048,TC40,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582665,,2428.88,1,27789168,8392328736,TC40,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,3,Biosample Reference,Treatment,SRR15241334,SRX11547048,SRS9582665,4577,Zea mays
,Heat,SRX11547047,TC32,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582664,,2757.41,1,31681143,9567705186,TC32,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,2,Biosample Reference,Treatment,SRR15241335,SRX11547047,SRS9582664,4577,Zea mays
,Heat,SRX11547046,HY10,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582663,,2487.43,1,28660166,8655370132,HY10,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241336,SRX11547046,SRS9582663,4577,Zea mays
,Heat,SRX11547045,TC25,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582662,,2505.5,1,28706589,8669389878,TC25,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1.5,Biosample Reference,Treatment,SRR15241337,SRX11547045,SRS9582662,4577,Zea mays
,Heat,SRX11547044,TC17,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582661,,2605.34,1,29905902,9031582404,TC17,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241338,SRX11547044,SRS9582661,4577,Zea mays
,Heat,SRX11547043,TC8,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582660,,2403.37,1,27394405,8273110310,TC8,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,0.5,Biosample Reference,Treatment,SRR15241339,SRX11547043,SRS9582660,4577,Zea mays
,Heat,SRX11547042,TC59,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582659,,2567.43,1,29074129,8780386958,TC59,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241340,SRX11547042,SRS9582659,4577,Zea mays
,Heat,SRX11547041,TC53,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582658,,2589.04,1,29679915,8963334330,TC53,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,8,Biosample Reference,Control ,SRR15241341,SRX11547041,SRS9582658,4577,Zea mays
,Heat,SRX11547040,TC44,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582657,,3123.86,1,35829646,10820553092,TC44,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,4,Biosample Reference,Control ,SRR15241342,SRX11547040,SRS9582657,4577,Zea mays
,Heat,SRX11547039,TC38,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582656,,2841.94,1,32506158,9816859716,TC38,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,3,Biosample Reference,Control ,SRR15241343,SRX11547039,SRS9582656,4577,Zea mays
,Heat,SRX11547038,TC29,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582655,,2912.53,1,33411227,10090190554,TC29,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,2,Biosample Reference,Control,SRR15241344,SRX11547038,SRS9582655,4577,Zea mays
,Heat,SRX11547037,TC23,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582654,,2664.2,1,30726929,9279532558,TC23,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1.5,Biosample Reference,Control,SRR15241345,SRX11547037,SRS9582654,4577,Zea mays
,Heat,SRX11547036,TC14,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582653,,1971.33,1,22684509,6850721718,TC14,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1,Biosample Reference,Control,SRR15241346,SRX11547036,SRS9582653,4577,Zea mays
,Heat,SRX11547035,HY94,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582652,,2814.97,1,32319179,9760392058,HY94,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241347,SRX11547035,SRS9582652,4577,Zea mays
,Heat,SRX11547034,TC5,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582651,,2897.21,1,33126834,10004303868,TC5,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,0.5,Biosample Reference,Control,SRR15241348,SRX11547034,SRS9582651,4577,Zea mays
,Heat,SRX11547033,TC2,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582650,,2657.28,1,30308227,9153084554,TC2,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,0,Biosample Reference,Control,SRR15241349,SRX11547033,SRS9582650,4577,Zea mays
,Heat,SRX11547032,TC65,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582649,,3137.98,1,35876764,10834782728,TC65,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241350,SRX11547032,SRS9582649,4577,Zea mays
,Heat,SRX11547031,TC57,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582648,,2210.17,1,25273720,7632663440,TC57,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,8,Biosample Reference,Treatment,SRR15241351,SRX11547031,SRS9582648,4577,Zea mays
,Heat,SRX11547030,TC50,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582647,,2652.69,1,30404610,9182192220,TC50,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,4,Biosample Reference,Treatment,SRR15241352,SRX11547030,SRS9582647,4577,Zea mays
,Heat,SRX11547029,TC42,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582646,,2512.11,1,27961628,8444411656,TC42,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,3,Biosample Reference,Treatment,SRR15241353,SRX11547029,SRS9582646,4577,Zea mays
,Heat,SRX11547028,TC35,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582645,,2378.68,1,27088264,8180655728,TC35,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,2,Biosample Reference,Treatment,SRR15241354,SRX11547028,SRS9582645,4577,Zea mays
,Heat,SRX11547027,TC27,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582644,,3013.38,1,34559699,10437029098,TC27,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1.5,Biosample Reference,Treatment,SRR15241355,SRX11547027,SRS9582644,4577,Zea mays
,Heat,SRX11547026,TC19,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582643,,2588.34,1,29554306,8925400412,TC19,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241356,SRX11547026,SRS9582643,4577,Zea mays
,Heat,SRX11547025,TC11,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582642,,2452.19,1,28156234,8503182668,TC11,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,0.5,Biosample Reference,Treatment,SRR15241357,SRX11547025,SRS9582642,4577,Zea mays
,Heat,SRX11547024,HY106,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582641,,3025.75,1,34818337,10515137774,HY106,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241358,SRX11547024,SRS9582641,4577,Zea mays
,Heat,SRX11547023,TC61,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582640,,2364.23,1,27136414,8195197028,TC61,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241359,SRX11547023,SRS9582640,4577,Zea mays
,Heat,SRX11547022,TC54,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582639,,3263.09,1,36428409,11001379518,TC54,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,8,Biosample Reference,Treatment,SRR15241360,SRX11547022,SRS9582639,4577,Zea mays
,Heat,SRX11547021,TC46,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582638,,2565.88,1,29210663,8821620226,TC46,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,4,Biosample Reference,Treatment,SRR15241361,SRX11547021,SRS9582638,4577,Zea mays
,Heat,SRX11547020,TC39,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582637,,2945.56,1,33925051,10245365402,TC39,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,3,Biosample Reference,Treatment,SRR15241362,SRX11547020,SRS9582637,4577,Zea mays
,Heat,SRX11547019,NM84,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582636,,3142.8,1,35716462,10786371524,NM84,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241363,SRX11547019,SRS9582636,4577,Zea mays
,Heat,SRX11547018,NM9,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582635,,2990.1,1,33941239,10250254178,NM9,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241364,SRX11547018,SRS9582635,4577,Zea mays
,Heat,SRX11547017,NM58,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582634,,2917.7,1,32860568,9923891536,NM58,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,25,Biosample Reference,Control,SRR15241365,SRX11547017,SRS9582634,4577,Zea mays
,Heat,SRX11547016,NM33,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582633,,2624.34,1,29922826,9036693452,NM33,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1,Biosample Reference,Control,SRR15241366,SRX11547016,SRS9582633,4577,Zea mays
,Heat,SRX11547015,NM83,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582632,,2463.44,1,27590985,8332477470,NM83,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241367,SRX11547015,SRS9582632,4577,Zea mays
,Heat,SRX11547014,NM8,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582631,,2731.63,1,31010662,9365219924,NM8,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241368,SRX11547014,SRS9582631,4577,Zea mays
,Heat,SRX11547013,NM57,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582630,,2297.88,1,25839958,7803667316,NM57,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,25,Biosample Reference,Control,SRR15241369,SRX11547013,SRS9582630,4577,Zea mays
,Heat,SRX11547012,NM32,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582629,,2987.64,1,34001538,10268464476,NM32,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1,Biosample Reference,Control,SRR15241370,SRX11547012,SRS9582629,4577,Zea mays
,Heat,SRX11547011,NM82,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582628,,2523.75,1,28739098,8679207596,NM82,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241371,SRX11547011,SRS9582628,4577,Zea mays
,Heat,SRX11547010,NM7,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582627,,2820.9,1,32229621,9733345542,NM7,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241372,SRX11547010,SRS9582627,4577,Zea mays
,Heat,SRX11547009,HY55,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582626,,2769.26,1,31992353,9661690606,HY55,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241373,SRX11547009,SRS9582626,4577,Zea mays
,Heat,SRX11547008,NM56,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582625,,2570.31,1,29138215,8799740930,NM56,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,25,Biosample Reference,Control,SRR15241374,SRX11547008,SRS9582625,4577,Zea mays
,Heat,SRX11547007,NM31,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582624,,3273.88,1,37227257,11242631614,NM31,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1,Biosample Reference,Control,SRR15241375,SRX11547007,SRS9582624,4577,Zea mays
,Heat,SRX11547006,NM81,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582623,,2580.55,1,29106129,8790050958,NM81,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241376,SRX11547006,SRS9582623,4577,Zea mays
,Heat,SRX11547005,NM6,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582622,,2658.91,1,30247293,9134682486,NM6,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241377,SRX11547005,SRS9582622,4577,Zea mays
,Heat,SRX11547004,NM55,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582621,,3252.17,1,36994934,11172470068,NM55,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,25,Biosample Reference,Control,SRR15241378,SRX11547004,SRS9582621,4577,Zea mays
,Heat,SRX11547003,NM30,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582620,,2628.67,1,29672846,8961199492,NM30,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1,Biosample Reference,Control,SRR15241379,SRX11547003,SRS9582620,4577,Zea mays
,Heat,SRX11547002,NM80,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582619,,2535.82,1,28682793,8662203486,NM80,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241380,SRX11547002,SRS9582619,4577,Zea mays
,Heat,SRX11547001,NM5,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582618,,3009.65,1,34025539,10275712778,NM5,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241381,SRX11547001,SRS9582618,4577,Zea mays
,Heat,SRX11547000,NM54,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582617,,3028.74,1,33622309,10153937318,NM54,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,25,Biosample Reference,Control,SRR15241382,SRX11547000,SRS9582617,4577,Zea mays
,Heat,SRX11546999,NM29,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582616,,3084.41,1,35039047,10581792194,NM29,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,1,Biosample Reference,Control,SRR15241383,SRX11546999,SRS9582616,4577,Zea mays
,Heat,SRX11546998,HY85,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582615,,2615.19,1,29526452,8916988504,HY85,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature,30℃/20℃,25,Biosample Reference,Control,SRR15241384,SRX11546998,SRS9582615,4577,Zea mays
,Heat,SRX11546997,NM79,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582614,,2766.26,1,31445344,9496493888,NM79,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241385,SRX11546997,SRS9582614,4577,Zea mays
,Heat,SRX11546996,NM4,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582613,,2945.59,1,33334940,10067151880,NM4,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241386,SRX11546996,SRS9582613,4577,Zea mays
